date,lat,lon,region,sea_temperature,salinity,fish_stock_index,biodiversity_index,eDNA_detected_species,invasive_species_flag
2025-08-02,-13.8156,76.356,Indian Ocean,24.28,32.22,73.86,35.53,"Cod,Salmon",no
2024-11-11,44.9927,-29.0549,North Atlantic,23.38,34.03,48.98,58.99,"Salmon,Cod,Sardine",no
2025-01-24,-13.7948,76.6305,Indian Ocean,21.92,32.05,65.13,49.37,"Tuna,Sardine",no
2025-04-23,58.7073,-150.2669,Gulf of Alaska,20.34,32.53,61.19,54.5,"Cod,Grouper",no
2024-10-13,7.7594,104.9808,South China Sea,13.66,34.94,45.34,43.88,"Tuna,Sardine,Anchovy",no
2025-08-11,18.9631,65.927,Arabian Sea,23.98,31.72,55.74,34.16,"Salmon,Snapper,Tuna",no
2025-06-13,-33.1435,-13.1218,South Atlantic,11.02,36.03,80.26,49.15,"Mackerel,Tuna",no
2024-10-18,11.2677,111.0509,South China Sea,16.09,34.33,70.14,67.22,"Grouper,Snapper",yes
2025-02-26,41.9975,-29.9625,North Atlantic,25.33,35.19,41.12,41.86,"Anchovy,Cod,Tuna",no
2025-02-22,14.2658,113.0539,South China Sea,26.6,34.59,54.9,76.42,"Grouper,Tuna",no
2025-02-13,59.4414,-147.6545,Gulf of Alaska,18.17,32.74,76.68,73.56,"Tuna,Mackerel,Sardine",no
2024-10-09,49.09,-148.1664,Gulf of Alaska,19.76,32.91,90.32,58.75,"Salmon,Tuna,Mackerel",no
2025-01-26,47.9647,-136.0084,Pacific Northwest,15.44,35.47,58.59,47.68,"Mackerel,Salmon",no
2025-01-17,-28.449,-11.3654,South Atlantic,18.56,32.79,58.93,46.44,"Snapper,Sardine,Salmon",no
2025-03-06,7.3089,112.6582,South China Sea,21.41,36.55,56.5,55.8,"Tuna,Snapper,Salmon",no
2025-02-18,17.233,89.3257,Bay of Bengal,21.96,33.62,58.5,46.67,"Sardine,Anchovy,Salmon",no
2025-08-30,51.6281,-146.6802,Gulf of Alaska,27.18,32.64,54.47,45.78,"Sardine,Grouper",no
2024-10-02,-28.1943,-12.0364,South Atlantic,26.07,33.63,47.36,48.12,"Cod,Tuna,Grouper",no
2024-12-06,-29.18,-3.2835,South Atlantic,28.58,33.54,45.66,68.33,"Anchovy,Sardine",no
2025-03-14,46.0848,-129.2306,Pacific Northwest,24.12,36.58,59.47,50.72,"Cod,Mackerel",no
2025-05-07,11.0371,112.0156,South China Sea,21.17,34.54,50.09,43.78,"Cod,Salmon,Anchovy",no
2025-04-02,53.0685,-146.0959,Gulf of Alaska,18.99,34.29,55.78,57.99,"Anchovy,Mackerel",no
2025-07-15,-17.1737,80.485,Indian Ocean,33.19,33.97,32.68,62.78,"Grouper,Sardine",no
2025-01-27,11.9059,107.6697,South China Sea,14.22,33.78,60.8,57.09,"Tuna,Cod",yes
2024-10-13,20.6682,63.7024,Arabian Sea,22.39,33.19,66.93,65.45,"Salmon,Anchovy",no
2025-03-22,-12.4025,82.1404,Indian Ocean,23.53,33.85,61.38,77.02,"Mackerel,Snapper,Anchovy",no
2024-12-17,15.5443,88.2458,Bay of Bengal,15.06,33.89,63.17,37.86,"Anchovy,Grouper",yes
2025-09-20,17.5191,68.2477,Arabian Sea,12.71,32.76,33.29,53.04,"Anchovy,Mackerel",no
2024-11-09,48.323,-127.4181,Pacific Northwest,20.47,33.44,75.33,61.98,"Cod,Snapper,Grouper",no
2025-01-28,10.6761,114.2639,South China Sea,33.66,34.09,31.03,50.32,"Grouper,Salmon",no
2025-02-21,13.651,114.4531,South China Sea,22.62,33.67,66.41,65.4,"Sardine,Mackerel,Cod",no
2025-08-16,16.945,66.3273,Arabian Sea,5.49,35.91,59.66,55.78,"Anchovy,Sardine",no
2025-05-30,43.0716,-128.3586,Pacific Northwest,15.15,33.09,75.57,72.13,"Salmon,Anchovy",no
2024-10-25,53.0632,-145.8021,Gulf of Alaska,14.0,34.54,69.47,61.27,"Anchovy,Tuna",no
2025-03-25,44.3584,-132.9317,Pacific Northwest,26.1,32.85,57.29,58.4,"Anchovy,Snapper",no
2025-06-02,-10.8514,80.605,Indian Ocean,13.95,34.46,60.43,100.0,"Anchovy,Salmon",no
2025-05-13,49.2601,-135.5231,Pacific Northwest,20.57,36.99,63.71,29.24,"Cod,Anchovy,Salmon",yes
2025-09-15,56.1282,-150.5166,Gulf of Alaska,15.89,33.16,69.39,76.86,"Anchovy,Mackerel",no
2025-07-28,14.0051,60.0162,Arabian Sea,23.2,31.98,57.35,58.56,"Cod,Mackerel",no
2025-08-29,14.7176,88.511,Bay of Bengal,26.37,34.91,54.0,51.49,"Tuna,Snapper,Anchovy",no
2024-10-27,-28.7702,-8.9901,South Atlantic,7.4,32.82,60.85,60.06,"Anchovy,Sardine",no
2024-11-09,17.9132,65.153,Arabian Sea,22.4,33.45,53.93,87.7,"Cod,Snapper,Salmon",no
2024-12-04,46.7289,-133.01,Pacific Northwest,27.67,32.74,53.5,39.0,"Tuna,Sardine",no
2025-09-23,15.5727,58.0325,Arabian Sea,23.24,37.18,73.41,46.01,"Tuna,Salmon,Cod",no
2025-02-13,21.3664,62.9694,Arabian Sea,20.21,34.45,71.13,61.15,"Sardine,Snapper,Anchovy",no
2025-01-04,44.1395,-26.3714,North Atlantic,22.86,36.58,56.41,71.58,"Anchovy,Sardine",no
2024-10-09,51.4226,-150.068,Gulf of Alaska,22.51,34.6,80.48,54.0,"Tuna,Sardine,Anchovy",no
2025-09-02,-12.8861,77.117,Indian Ocean,28.45,35.84,55.1,58.23,"Mackerel,Sardine",yes
2025-07-11,19.9224,64.0934,Arabian Sea,14.91,32.43,56.3,59.8,"Mackerel,Tuna,Grouper",no
2025-06-16,13.5024,110.118,South China Sea,28.79,33.6,44.08,68.78,"Anchovy,Grouper,Mackerel",no
2025-08-03,20.9432,58.7877,Arabian Sea,26.71,36.27,48.89,57.17,"Tuna,Snapper,Anchovy",no
2025-09-21,52.2964,-145.3967,Gulf of Alaska,15.97,33.28,57.95,65.53,"Anchovy,Sardine,Grouper",no
2025-02-19,36.1863,-33.2481,North Atlantic,22.37,36.77,65.2,46.53,"Tuna,Mackerel,Sardine",yes
2025-09-08,16.8651,61.1246,Arabian Sea,28.45,30.19,57.08,40.39,"Salmon,Anchovy,Tuna",no
2025-07-21,15.8576,61.9598,Arabian Sea,19.22,34.62,63.15,43.01,"Grouper,Tuna,Mackerel",no
2025-05-05,12.2243,113.3533,South China Sea,18.43,33.01,85.91,57.8,"Sardine,Cod",no
2025-07-03,-32.1671,-11.7842,South Atlantic,20.06,34.0,68.47,90.1,"Cod,Sardine",no
2025-06-11,40.9789,-29.8864,North Atlantic,20.26,34.37,65.19,62.52,"Salmon,Grouper,Sardine",no
2025-05-16,15.1569,73.0713,Arabian Sea,15.7,34.15,50.45,65.65,"Sardine,Snapper",no
2025-01-06,48.1352,-128.584,Pacific Northwest,23.41,31.34,77.55,37.41,"Sardine,Salmon",no
2025-02-11,41.732,-32.565,North Atlantic,20.91,33.29,64.47,58.47,"Cod,Snapper",no
2025-08-20,54.7567,-149.4544,Gulf of Alaska,16.64,34.54,58.34,35.25,"Anchovy,Mackerel",no
2025-08-18,11.4011,108.5563,South China Sea,20.53,31.8,54.66,45.01,"Salmon,Sardine,Tuna",no
2025-05-20,10.6564,117.8641,South China Sea,22.11,34.51,58.07,55.3,"Salmon,Cod",no
2025-08-16,16.3449,86.4625,Bay of Bengal,19.18,35.1,52.1,52.4,"Tuna,Cod",no
2025-08-18,47.627,-136.6081,Pacific Northwest,10.92,33.8,51.11,48.11,"Snapper,Grouper",no
2025-05-06,41.4244,-32.076,North Atlantic,24.33,33.43,54.5,69.48,"Anchovy,Mackerel",no
2025-06-23,55.5472,-144.1572,Gulf of Alaska,13.55,32.62,49.48,61.08,"Anchovy,Cod",yes
2025-05-27,51.9578,-151.7998,Gulf of Alaska,19.71,33.3,59.73,80.07,"Snapper,Mackerel",no
2024-11-08,13.4002,87.7343,Bay of Bengal,19.67,31.45,80.95,50.65,"Anchovy,Mackerel",no
2025-08-05,11.5055,109.3994,South China Sea,27.42,34.47,54.84,78.96,"Salmon,Mackerel",no
2024-10-05,40.7348,-132.087,Pacific Northwest,13.98,35.09,63.66,42.86,"Salmon,Cod,Anchovy",no
2025-08-02,44.8405,-134.9661,Pacific Northwest,23.17,34.57,78.73,72.34,"Snapper,Grouper",yes
2025-02-21,35.807,-32.8874,North Atlantic,22.0,30.76,61.63,36.57,"Cod,Mackerel,Grouper",no
2024-12-13,56.2727,-147.942,Gulf of Alaska,28.4,34.01,41.51,61.99,"Salmon,Sardine",no
2025-02-15,41.7696,-22.5924,North Atlantic,16.27,33.6,60.78,65.54,"Tuna,Anchovy",no
2025-09-17,15.259,110.1491,South China Sea,25.92,34.81,54.05,57.18,"Anchovy,Tuna,Sardine",no
2025-03-02,-14.1062,77.7493,Indian Ocean,30.71,35.33,37.79,64.5,"Tuna,Mackerel,Anchovy",no
2025-09-04,20.2745,65.1679,Arabian Sea,21.29,33.94,67.72,67.44,"Anchovy,Mackerel,Sardine",no
2025-07-31,17.0813,108.8487,South China Sea,22.57,33.52,78.46,51.76,"Cod,Anchovy",no
2025-08-24,55.9704,-152.1192,Gulf of Alaska,17.13,30.77,70.66,42.85,"Sardine,Grouper",no
2025-09-01,-33.923,-7.6092,South Atlantic,15.79,36.4,73.08,40.89,"Salmon,Anchovy,Snapper",no
2025-07-16,54.2129,-148.508,Gulf of Alaska,27.63,32.88,51.65,70.84,"Snapper,Cod",no
2025-06-25,11.1333,106.7836,South China Sea,13.66,34.48,59.95,63.51,"Grouper,Tuna,Cod",no
2025-05-09,-30.7085,-9.4339,South Atlantic,15.78,36.15,74.64,57.75,"Mackerel,Anchovy",no
2025-04-11,-15.0232,81.099,Indian Ocean,14.51,34.45,51.96,71.03,"Tuna,Grouper",no
2025-06-25,9.4416,84.0996,Bay of Bengal,23.39,34.03,32.28,79.75,"Snapper,Mackerel",no
2024-11-03,-12.0151,77.9674,Indian Ocean,15.87,34.54,83.55,81.8,"Anchovy,Grouper",no
2024-11-01,57.3745,-151.771,Gulf of Alaska,23.86,32.9,61.46,56.76,"Snapper,Salmon",no
2025-05-29,8.7809,64.5367,Arabian Sea,23.85,34.67,57.27,81.36,"Mackerel,Grouper",no
2025-01-22,45.9341,-128.687,Pacific Northwest,26.27,34.54,44.49,33.02,"Grouper,Mackerel",no
2025-07-11,-31.0593,-7.5965,South Atlantic,20.89,35.93,61.26,60.95,"Salmon,Mackerel,Grouper",no
2025-09-16,6.8801,110.6248,South China Sea,25.09,36.32,58.22,49.89,"Anchovy,Sardine",no
2025-03-14,17.2714,89.6061,Bay of Bengal,17.84,34.5,81.49,85.21,"Cod,Salmon,Grouper",no
2024-10-15,17.8378,65.6722,Arabian Sea,19.31,34.28,56.81,79.14,"Salmon,Tuna,Grouper",no
2025-06-10,-14.7072,85.973,Indian Ocean,17.46,33.0,63.42,79.91,"Grouper,Tuna,Mackerel",no
2025-08-12,23.1939,88.7726,Bay of Bengal,13.36,33.94,61.4,74.84,"Sardine,Snapper,Mackerel",no
2025-03-09,13.3806,89.3613,Bay of Bengal,15.81,32.45,48.02,38.47,"Salmon,Snapper,Anchovy",yes
2025-08-25,55.9397,-151.5982,Gulf of Alaska,1.14,32.43,31.56,49.91,"Grouper,Cod",no
2025-02-18,42.6428,-30.0569,North Atlantic,19.75,32.75,65.92,49.55,"Grouper,Mackerel",no
2025-04-08,9.1661,114.9757,South China Sea,22.56,33.33,62.33,60.63,"Mackerel,Salmon,Cod",no
2025-09-05,53.137,-150.8348,Gulf of Alaska,10.26,33.46,60.2,53.97,"Cod,Mackerel",no
2025-08-26,58.913,-145.6143,Gulf of Alaska,31.12,32.82,18.16,53.74,"Anchovy,Salmon,Cod",no
2025-07-18,40.8264,-26.0373,North Atlantic,22.29,35.2,52.02,45.86,"Sardine,Anchovy",no
2025-04-15,16.1303,62.1358,Arabian Sea,16.11,32.94,53.38,41.68,"Grouper,Mackerel,Anchovy",no
2025-06-17,-26.6785,-9.1208,South Atlantic,21.59,32.89,61.61,63.76,"Salmon,Mackerel,Snapper",no
2024-10-04,48.2374,-129.976,Pacific Northwest,24.76,33.27,38.36,64.55,"Tuna,Snapper",no
2025-02-08,19.2666,62.9542,Arabian Sea,15.16,34.83,68.58,54.13,"Grouper,Snapper,Salmon",no
2024-10-30,-16.7506,84.9093,Indian Ocean,25.21,33.46,58.45,64.17,"Salmon,Mackerel",no
2025-07-21,39.8475,-31.0698,North Atlantic,21.48,35.69,59.82,43.84,"Cod,Grouper",no
2024-11-06,39.5318,-30.8753,North Atlantic,33.45,30.64,35.21,48.15,"Cod,Tuna,Anchovy",no
2024-11-10,17.4398,86.8567,Bay of Bengal,18.38,33.83,68.2,63.22,"Anchovy,Mackerel,Grouper",no
2025-08-31,57.2596,-151.6908,Gulf of Alaska,13.7,31.38,70.06,54.89,"Mackerel,Anchovy,Snapper",no
2025-04-05,45.3548,-31.8266,North Atlantic,21.01,35.28,54.11,52.04,"Grouper,Sardine",no
2025-08-14,15.9034,91.8191,Bay of Bengal,27.23,34.55,41.64,74.96,"Salmon,Grouper",no
2024-11-02,40.6,-37.9507,North Atlantic,17.96,34.98,67.54,68.68,"Sardine,Mackerel,Anchovy",no
2024-10-14,-30.2143,-9.9053,South Atlantic,17.91,35.84,61.32,59.55,"Salmon,Sardine",no
2024-11-14,41.0429,-129.9643,Pacific Northwest,31.89,34.87,24.97,23.33,"Sardine,Grouper,Mackerel",no
2024-10-08,-11.5762,77.3578,Indian Ocean,22.1,35.27,57.32,53.54,"Mackerel,Anchovy",no
2025-05-22,46.628,-130.043,Pacific Northwest,25.84,33.31,41.03,85.26,"Grouper,Mackerel",no
2025-02-03,11.8026,112.2015,South China Sea,17.68,33.97,68.96,66.97,"Salmon,Snapper",no
2025-08-10,39.5581,-28.2581,North Atlantic,11.73,33.29,50.74,79.1,"Salmon,Mackerel,Anchovy",no
2025-04-14,16.0487,62.6421,Arabian Sea,18.53,35.93,50.05,39.58,"Grouper,Cod,Tuna",no
2025-08-10,9.5652,107.1566,South China Sea,15.6,30.98,55.01,64.29,"Snapper,Anchovy,Cod",no
2025-06-07,41.9917,-134.6083,Pacific Northwest,13.17,33.94,69.01,75.5,"Mackerel,Grouper",yes
2025-05-07,-29.9264,-10.964,South Atlantic,18.79,37.06,50.79,46.91,"Sardine,Mackerel,Salmon",no
2025-03-30,38.0688,-31.5871,North Atlantic,18.66,31.61,74.63,61.03,"Grouper,Cod",no
2024-12-05,-29.7405,-12.6983,South Atlantic,18.0,37.23,70.95,34.6,"Mackerel,Tuna",no
2025-03-21,11.403,83.8766,Bay of Bengal,17.33,35.41,74.45,64.25,"Tuna,Cod",no
2025-04-01,15.816,85.115,Bay of Bengal,18.33,34.66,65.85,64.4,"Mackerel,Anchovy,Snapper",no
2025-07-18,-11.462,81.6781,Indian Ocean,11.2,32.35,48.06,46.48,"Tuna,Snapper",no
2025-07-07,-26.2345,-9.0755,South Atlantic,17.33,30.88,69.36,49.69,"Cod,Tuna",no
2025-01-21,43.7218,-27.6448,North Atlantic,14.23,33.23,61.51,51.85,"Snapper,Sardine,Tuna",yes
2025-07-06,51.7351,-144.4095,Gulf of Alaska,20.61,31.41,64.26,55.41,"Mackerel,Salmon,Anchovy",no
2024-12-12,42.4838,-29.4386,North Atlantic,12.11,31.88,69.44,68.74,"Grouper,Mackerel",no
2025-05-15,43.1698,-27.9491,North Atlantic,14.53,36.6,68.43,47.38,"Grouper,Mackerel,Snapper",no
2025-06-07,39.9868,-127.901,Pacific Northwest,14.28,34.56,57.34,59.05,"Sardine,Snapper,Anchovy",no
2025-01-05,23.6681,68.1552,Arabian Sea,22.13,33.96,70.19,78.37,"Tuna,Salmon,Mackerel",no
2025-09-02,39.5341,-126.6307,Pacific Northwest,32.39,34.12,19.97,71.71,"Anchovy,Cod,Sardine",no
2025-02-22,16.8797,87.7637,Bay of Bengal,17.07,33.03,69.4,55.21,"Salmon,Anchovy,Mackerel",no
2025-07-24,41.0188,-30.5343,North Atlantic,11.52,35.48,29.65,52.23,"Grouper,Tuna",no
2025-08-18,41.685,-26.6197,North Atlantic,15.73,34.88,67.41,40.06,"Tuna,Cod,Mackerel",no
2024-12-12,19.2585,65.1699,Arabian Sea,21.65,33.26,70.96,42.57,"Salmon,Anchovy",no
2025-01-26,52.9681,-146.7138,Gulf of Alaska,26.46,33.49,60.88,63.02,"Sardine,Anchovy,Tuna",no
2025-04-16,54.1015,-150.09,Gulf of Alaska,22.57,34.35,44.95,43.42,"Cod,Sardine",no
2025-03-28,-14.0939,82.3428,Indian Ocean,12.37,31.88,75.49,58.63,"Mackerel,Sardine,Tuna",yes
2025-08-02,-31.5313,-13.5717,South Atlantic,25.3,32.83,66.33,54.37,"Anchovy,Sardine",no
2024-10-22,7.1275,86.6377,Bay of Bengal,18.98,35.24,49.18,72.76,"Anchovy,Sardine,Grouper",no
2024-10-31,39.8418,-26.9583,North Atlantic,11.17,35.07,48.63,39.84,"Tuna,Salmon",no
2025-03-25,-32.4729,-8.8718,South Atlantic,9.15,30.81,66.03,59.89,"Tuna,Mackerel",no
2025-07-26,58.0585,-146.7424,Gulf of Alaska,20.89,35.64,56.91,57.16,"Grouper,Salmon,Sardine",no
2025-09-13,53.8306,-147.7814,Gulf of Alaska,20.21,32.43,73.61,45.42,"Tuna,Salmon,Sardine",yes
2025-06-17,-28.9257,-16.3573,South Atlantic,25.35,32.98,67.51,54.18,"Grouper,Anchovy,Tuna",no
2024-11-02,39.168,-26.2835,North Atlantic,20.23,34.62,66.23,72.06,"Tuna,Snapper,Cod",no
2025-01-10,10.0843,112.2991,South China Sea,18.68,35.07,81.7,47.96,"Salmon,Anchovy",no
2025-08-07,21.0911,87.914,Bay of Bengal,22.88,31.99,60.23,61.06,"Tuna,Sardine",no
2024-10-19,-23.0645,-12.8412,South Atlantic,13.87,32.68,77.8,70.93,"Sardine,Anchovy",no
2024-10-13,52.5504,-145.3299,Gulf of Alaska,17.72,33.61,75.53,60.79,"Sardine,Salmon",no
2025-04-28,-27.6139,-5.0605,South Atlantic,23.51,35.2,56.98,50.48,"Cod,Sardine,Mackerel",no
2025-08-19,10.7321,86.0158,Bay of Bengal,19.5,33.23,81.81,66.93,"Mackerel,Salmon",no
2025-05-21,-29.7558,-12.8098,South Atlantic,20.07,34.02,52.19,58.43,"Tuna,Salmon",no
2025-04-01,19.3841,62.256,Arabian Sea,22.81,33.73,31.68,57.82,"Cod,Anchovy",no
2025-08-15,12.3381,116.7558,South China Sea,15.44,34.0,51.83,84.51,"Cod,Mackerel,Salmon",no
2025-09-18,-25.9371,-8.0156,South Atlantic,14.75,33.03,68.44,52.66,"Sardine,Cod,Tuna",no
2024-11-28,50.5594,-143.1512,Gulf of Alaska,21.06,32.64,56.89,35.54,"Sardine,Tuna",no
2025-05-13,21.6954,89.1792,Bay of Bengal,19.45,33.35,57.54,86.48,"Tuna,Anchovy",no
2025-07-25,22.1806,58.7776,Arabian Sea,16.0,33.0,65.21,59.26,"Anchovy,Sardine",no
2025-04-25,8.7683,112.6869,South China Sea,23.7,34.0,59.7,52.45,"Grouper,Anchovy",no
2025-04-09,55.9828,-146.2894,Gulf of Alaska,28.48,35.41,49.76,43.91,"Tuna,Mackerel",yes
2025-01-28,-29.243,-11.435,South Atlantic,14.39,32.22,46.26,53.27,"Salmon,Snapper",no
2025-01-05,10.8183,107.9922,South China Sea,22.28,35.11,55.95,54.2,"Grouper,Salmon",no
2025-08-09,-32.3482,-6.4105,South Atlantic,25.31,34.9,64.65,36.76,"Sardine,Grouper",no
2024-11-09,21.0323,65.1615,Arabian Sea,20.29,33.59,69.08,59.19,"Snapper,Anchovy,Grouper",no
2025-05-11,16.3753,70.1345,Arabian Sea,16.24,33.64,57.66,67.24,"Salmon,Mackerel,Cod",no
2025-03-18,42.5466,-32.0963,North Atlantic,24.73,35.23,67.09,60.52,"Cod,Salmon,Snapper",no
2025-07-21,48.1636,-129.0254,Pacific Northwest,14.74,33.85,77.75,84.79,"Anchovy,Tuna",no
2024-12-06,36.233,-28.5385,North Atlantic,12.55,31.77,61.49,60.12,"Salmon,Grouper",no
2025-02-18,16.5948,84.046,Bay of Bengal,19.37,31.74,47.23,62.58,"Grouper,Sardine",no
2025-01-14,18.325,85.142,Bay of Bengal,23.54,33.01,40.46,61.52,"Sardine,Tuna",no
2024-11-07,50.926,-134.5776,Pacific Northwest,22.3,32.51,70.49,61.12,"Cod,Anchovy,Sardine",no
2025-06-01,9.7032,114.7818,South China Sea,30.62,34.72,35.78,65.46,"Sardine,Mackerel",no
2025-09-17,-10.6145,77.779,Indian Ocean,19.75,34.93,70.48,51.16,"Salmon,Grouper",no
2025-05-17,-11.4253,84.5364,Indian Ocean,30.82,34.2,41.24,80.2,"Sardine,Mackerel,Anchovy",no
2025-03-27,41.8991,-128.5242,Pacific Northwest,18.94,33.96,78.85,73.91,"Salmon,Sardine,Mackerel",no
2025-01-05,12.7602,114.0841,South China Sea,10.84,33.02,47.28,60.35,"Salmon,Snapper,Cod",no
2025-03-30,-32.4429,-8.4203,South Atlantic,23.35,34.58,63.28,65.74,"Anchovy,Snapper,Cod",no
2025-05-15,51.8195,-145.6128,Gulf of Alaska,25.35,34.47,66.61,64.89,"Anchovy,Salmon,Cod",no
2025-08-30,-21.0547,79.7588,Indian Ocean,15.99,32.22,80.32,62.15,"Cod,Anchovy,Salmon",no
2025-08-26,55.8885,-145.0257,Gulf of Alaska,15.04,33.99,72.76,41.73,"Mackerel,Cod",no
2024-12-27,11.5985,110.4951,South China Sea,20.83,36.89,61.11,54.07,"Mackerel,Grouper,Snapper",no
2025-07-26,20.444,87.016,Bay of Bengal,30.69,35.13,47.69,58.59,"Sardine,Salmon",no
2025-05-13,57.6921,-148.0393,Gulf of Alaska,18.1,33.62,79.72,77.82,"Salmon,Grouper,Sardine",no
2025-05-25,16.1381,91.5826,Bay of Bengal,26.88,32.12,49.61,44.44,"Anchovy,Snapper,Sardine",no
2025-05-07,13.7322,59.1434,Arabian Sea,15.03,34.43,70.26,68.09,"Sardine,Grouper,Salmon",no
2024-11-11,-26.4729,-15.2893,South Atlantic,27.13,33.53,59.05,46.78,"Anchovy,Mackerel,Tuna",no
2025-03-08,58.4673,-152.7558,Gulf of Alaska,20.18,32.37,70.69,66.19,"Mackerel,Grouper",no
2024-10-08,47.7817,-125.9173,Pacific Northwest,10.14,34.92,63.87,57.3,"Grouper,Mackerel,Tuna",no
2025-01-22,11.4015,86.4649,Bay of Bengal,19.76,35.07,60.22,51.42,"Salmon,Snapper",no
2024-12-27,18.8624,107.4776,South China Sea,21.89,32.37,72.4,45.59,"Sardine,Grouper,Anchovy",no
2025-06-19,39.7714,-29.0304,North Atlantic,22.9,33.99,46.9,73.69,"Sardine,Cod",no
2024-11-02,12.8768,82.1932,Bay of Bengal,19.8,35.94,68.02,52.88,"Snapper,Salmon,Grouper",no
2025-06-20,-18.0888,77.8238,Indian Ocean,23.42,31.22,71.91,58.57,"Mackerel,Snapper,Anchovy",no
2025-01-02,54.5166,-151.1894,Gulf of Alaska,19.16,32.54,72.54,67.37,"Mackerel,Sardine,Cod",no
2025-09-17,42.7737,-30.8914,North Atlantic,17.13,34.71,64.4,64.68,"Salmon,Grouper,Sardine",no
2025-04-13,56.9062,-145.3399,Gulf of Alaska,14.09,35.01,56.84,60.17,"Tuna,Anchovy",no
2024-11-17,20.3876,69.7264,Arabian Sea,15.78,32.52,58.33,54.55,"Salmon,Anchovy",no
2025-08-28,-16.6337,82.3513,Indian Ocean,22.11,33.1,67.67,69.17,"Anchovy,Cod",no
2025-09-14,-21.6761,76.728,Indian Ocean,15.55,34.11,55.64,58.28,"Salmon,Tuna",no
2024-11-24,-13.7229,81.2071,Indian Ocean,20.07,31.69,59.65,48.55,"Anchovy,Snapper",no
2025-09-18,-25.7234,-7.5637,South Atlantic,14.07,35.02,68.55,50.24,"Snapper,Mackerel,Anchovy",no
2024-11-20,50.7701,-146.6344,Gulf of Alaska,21.3,33.66,63.02,54.66,"Snapper,Anchovy",no
2025-09-05,55.4993,-146.9286,Gulf of Alaska,13.07,32.66,38.05,65.07,"Sardine,Grouper",no
2024-12-16,16.113,88.8071,Bay of Bengal,12.78,33.9,76.25,85.08,"Salmon,Sardine,Cod",no
2025-08-05,-18.0153,82.1559,Indian Ocean,19.05,34.84,61.57,58.72,"Tuna,Grouper",no
2024-12-24,46.4812,-131.7376,Pacific Northwest,11.94,36.44,82.77,58.18,"Sardine,Mackerel,Salmon",no
2025-04-27,46.5274,-125.9767,Pacific Northwest,12.72,33.81,61.4,74.44,"Snapper,Tuna",no
2025-03-06,46.8636,-126.6256,Pacific Northwest,19.5,34.61,62.25,51.81,"Salmon,Tuna,Snapper",no
2025-02-17,19.4711,68.5063,Arabian Sea,13.67,33.17,62.92,54.09,"Salmon,Tuna",no
2025-05-27,52.0224,-147.8027,Gulf of Alaska,21.02,35.4,67.89,63.52,"Anchovy,Cod,Salmon",no
2025-04-28,15.8513,64.8665,Arabian Sea,18.0,36.53,83.42,59.92,"Cod,Sardine,Tuna",no
2024-11-24,-18.7834,79.3515,Indian Ocean,20.61,34.34,69.48,74.34,"Sardine,Mackerel",no
2025-08-31,44.3526,-27.6871,North Atlantic,17.66,33.84,68.28,64.57,"Mackerel,Snapper,Salmon",no
2025-01-20,18.5693,65.9878,Arabian Sea,9.88,33.27,66.05,66.19,"Anchovy,Salmon,Snapper",no
2025-01-27,49.6699,-145.9779,Gulf of Alaska,31.51,31.01,58.18,16.77,"Tuna,Anchovy,Cod",no
2024-11-20,37.9501,-128.6616,Pacific Northwest,26.91,34.55,58.04,57.33,"Anchovy,Grouper,Cod",no
2025-08-08,17.2493,115.3887,South China Sea,8.07,31.73,41.69,34.52,"Grouper,Mackerel",no
2025-09-13,40.7092,-127.6686,Pacific Northwest,23.61,33.18,57.06,37.49,"Salmon,Mackerel,Sardine",no
2024-10-31,55.5062,-146.8634,Gulf of Alaska,21.47,33.6,65.93,75.04,"Sardine,Cod,Anchovy",no
2025-06-19,11.4415,110.0597,South China Sea,23.14,33.17,63.59,61.17,"Salmon,Cod,Snapper",no
2025-07-05,38.4756,-34.9374,North Atlantic,22.3,34.35,69.9,56.89,"Tuna,Salmon",no
2025-01-16,-17.6253,77.0189,Indian Ocean,9.6,36.3,66.9,60.71,"Sardine,Salmon",no
2025-06-16,10.9448,111.1929,South China Sea,28.62,34.99,70.76,63.04,"Cod,Mackerel",no
2024-12-17,39.459,-130.8358,Pacific Northwest,26.87,34.9,52.47,48.57,"Mackerel,Grouper",no
2025-05-16,56.2922,-147.4998,Gulf of Alaska,15.22,35.3,33.12,63.09,"Grouper,Snapper,Sardine",no
2025-07-30,44.2759,-130.0237,Pacific Northwest,17.22,35.55,73.17,59.05,"Snapper,Grouper,Salmon",no
2025-08-31,64.5396,-147.546,Gulf of Alaska,21.17,31.43,58.22,65.94,"Mackerel,Snapper",no
2025-03-14,-14.9031,84.1122,Indian Ocean,20.25,33.5,46.91,67.91,"Snapper,Tuna,Salmon",no
2024-11-03,-11.5964,82.2971,Indian Ocean,26.79,34.88,58.95,66.87,"Anchovy,Sardine",no
2025-06-10,-19.5032,77.792,Indian Ocean,19.22,34.58,70.8,75.49,"Salmon,Sardine,Snapper",no
2025-07-30,40.7157,-32.5435,North Atlantic,18.87,34.48,34.17,91.52,"Snapper,Salmon,Grouper",no
2025-09-09,60.7821,-149.0423,Gulf of Alaska,20.8,33.27,80.93,60.09,"Anchovy,Cod",no
2024-11-12,46.7554,-130.163,Pacific Northwest,26.66,37.81,55.85,47.36,"Snapper,Anchovy,Cod",no
